안전비상벨관리번호,설치목적,설치장소유형,설치위치,소재지도로명주소,소재지지번주소,위도,경도,연계방식,경찰연계유무,경비업체연계유무,관리사무소연계유무,부가기능,안전비상벨설치년도,최종점검일자,최종점검결과구분,관리기관명,관리기관전화번호,데이터기준일자
광남-A-026,01,99,태전동 415-3도,경기도 광주시 태전동 415-3,경기도 광주시 태전동 415-3,37.39574774,127.2142051,02,Y,N,N,,2013,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
곤지암-A-020,01,99,곤지암읍 오향리 482-28 천,경기도 광주시 곤지암읍 오향리 482-28,경기도 광주시 곤지암읍 오향리 482-28,37.35889941,127.3751454,02,Y,N,N,,2013,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
경안-A-039,01,99,역동 28-88도,경기도 광주시 역동 28-88,경기도 광주시 역동 28-88,37.40429012,127.2607418,02,Y,N,N,,2014,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
송정-A-041,01,99,목현동 434-8 도,경기도 광주시 목현동 434-8,경기도 광주시 목현동 434-8,37.43516282,127.2094834,02,Y,N,N,,2016,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
오포-A-011,01,99,오포읍 신현리 717-12 대,경기도 광주시 오포읍 신현리 717-12,경기도 광주시 오포읍 신현리 717-12,37.3595721,127.148482,02,Y,N,N,,2011,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
송정-A-007,01,99,탄벌동 726도,경기도 광주시 탄벌동 726,경기도 광주시 탄벌동 726,37.42827656,127.2401017,02,Y,N,N,,2011,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
곤지암-A-007,01,99,곤지암읍 장심리 289-8 전,경기도 광주시 곤지암읍 장심리 289-8,경기도 광주시 곤지암읍 장심리 289-8,37.3756969,127.3994804,02,Y,N,N,,2011,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
경안-A-015,01,99,경안동 31-17대,경기도 광주시 경안동 31-17,경기도 광주시 경안동 31-17,37.40975147,127.2581092,02,Y,N,N,,2011,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
광남-A-007,01,99,태전동 689도,경기도 광주시 태전동 689,경기도 광주시 태전동 689,37.38639473,127.2368462,02,Y,N,N,,2011,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
광남-A-008,01,99,태전동 287-9도,경기도 광주시 태전동 287-9,경기도 광주시 태전동 287-9,37.39430049,127.225941,02,Y,N,N,,2011,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
오포-A-072,01,99,오포읍 능평리 338-15 도,경기도 광주시 오포읍 능평리 338-15,경기도 광주시 오포읍 능평리 338-15,37.3517549,127.165189,02,Y,N,N,,2016,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
기부체납-023,01,99,태전동 694-1,경기도 광주시 태전동 694-1,경기도 광주시 태전동 694-1,37.38550409,127.2368039,02,Y,N,N,,2018,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
기부체납-024,01,99,태전동 694-1,경기도 광주시 태전동 694-1,경기도 광주시 태전동 694-1,37.38550409,127.2368039,02,Y,N,N,,2018,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
기부체납-025,01,99,태전동 694-1,경기도 광주시 태전동 694-1,경기도 광주시 태전동 694-1,37.38550409,127.2368039,02,Y,N,N,,2018,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
18년4차-005,01,99,양벌리 494-1,경기도 광주시 오포읍 양벌리 494-1,경기도 광주시 오포읍 양벌리 494-1,37.37416205,127.248636,02,Y,N,N,,2018,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
기부체납-013,01,99,태전동 149-3,경기도 광주시 태전동 149-3,경기도 광주시 태전동 149-3,37.38530871,127.2342471,02,Y,N,N,,2018,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
초월-A-018,01,99,초월읍 학동리 353-4 도,경기도 광주시 초월읍 학동리 353-4,경기도 광주시 초월읍 학동리 353-4,37.37609693,127.3298693,02,Y,N,N,,2013,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
초월-A-019,01,99,초월읍 학동리 488-2 도,경기도 광주시 초월읍 학동리 488-2,경기도 광주시 초월읍 학동리 488-2,37.37370997,127.3341185,02,Y,N,N,,2013,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
퇴촌-A-009,01,99,퇴촌면 원당리 168-6천,경기도 광주시 퇴촌면 원당리 168-6,경기도 광주시 퇴촌면 원당리 168-6,37.43642796,127.3165275,02,Y,N,N,,2013,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
퇴촌-A-010,01,99,퇴촌면 광동리 325-4전,경기도 광주시 퇴촌면 광동리 325-4,경기도 광주시 퇴촌면 광동리 325-4,37.46653295,127.3060923,02,Y,N,N,,2013,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
오포-A-113,01,99,오포읍 고산리 183-1도,경기도 광주시 오포읍 고산리 183-1,경기도 광주시 오포읍 고산리 183-1,37.37118301,127.2333702,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
광남-A-054,01,99,태전동 산3임,경기도 광주시 태전동 산3,경기도 광주시 태전동 산3,37.38267937,127.2383028,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
오포-A-115,01,99,오포읍 양벌리 555-7 대,경기도 광주시 오포읍 양벌리 555-7 삼성타운,경기도 광주시 오포읍 양벌리 555-7 삼성타운,37.37174441,127.2495469,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
오포-A-115,01,99,매곡초부근,경기도 광주시 오포읍 양벌로 303-19,경기도 광주시 오포읍 양벌리 555-7 대,37.37142756,127.2495469,02,N,N,Y,,2017,2021-08-24,Y,광주시청,031-760-0082,2022-04-07
오포-A-116,01,99,매양사거리,경기도 광주시 오포읍 양벌리 647-2도,경기도 광주시 오포읍 양벌리 647-2도,37.37052767,127.2463648,02,N,N,Y,,2017,2021-08-24,Y,광주시청,031-760-0082,2022-04-07
오포-A-117,01,99,창고앞,경기도 광주시 오포읍 양벌리 146-6도,경기도 광주시 오포읍 양벌리 146-6도,37.38106489,127.2486652,02,N,N,Y,,2017,2021-08-24,Y,광주시청,031-760-0082,2022-04-07
오포-A-118,01,01,소공원화장실,경기도 광주시 오포읍 성들길 31-8,경기도 광주시 오포읍 매산리 836-3천,37.36280607,127.2413988,02,N,N,Y,,2017,2021-08-24,Y,광주시청,031-760-0082,2022-04-07
초월-A-016,01,99,초월읍 쌍동리 332 구,경기도 광주시 초월읍 쌍동리 332,경기도 광주시 초월읍 쌍동리 332,37.3675954,127.2995751,02,Y,N,N,,2013,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
초월-A-070,01,99,초월읍 신월리 389-9 답,경기도 광주시 초월읍 신월리 389-9,경기도 광주시 초월읍 신월리 389-9,37.41106569,127.3059989,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
곤지암-A-059,01,99,곤지암읍 신대리 82-8전,경기도 광주시 곤지암읍 신대리 82-8,경기도 광주시 곤지암읍 신대리 82-8,37.35558969,127.3355058,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
퇴촌-A-036,01,99,퇴촌면 관음리 806구,경기도 광주시 퇴촌면 관음리 806,경기도 광주시 퇴촌면 관음리 806,37.45805281,127.3315334,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
남종-A-012,01,99,남종면 수청리 414-6 도,경기도 광주시 남종면 수청리 414-6,경기도 광주시 남종면 수청리 414-6,37.51672754,127.3695565,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
남종-A-014,01,99,남종면 귀여리 163유,경기도 광주시 남종면 산수로 2117,경기도 광주시 남종면 귀여리 163,37.52668579,127.3205606,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
남종-A-015,01,99,남종면 분원리 97-7유,경기도 광주시 남종면 분원리 97-7,경기도 광주시 남종면 분원리 97-7,37.49556856,127.3011344,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
경안-A-085,01,99,역동 16-1 대,경기도 광주시 중앙로 89,경기도 광주시 역동 16-1,37.40761466,127.2585347,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
송정-A-068,01,99,송정동 62-1 도,경기도 광주시 송정동 62-1,경기도 광주시 송정동 62-1,37.41414543,127.2603657,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
송정-A-069,01,99,송정동 407-22 임,경기도 광주시 송정동 407-22,경기도 광주시 송정동 407-22,37.42820898,127.2592324,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
광남-A-074,01,99,태전동 84-31 목,경기도 광주시 태전동 84-31,경기도 광주시 태전동 84-31,37.38283394,127.2306671,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
광남-A-075,01,99,태전동 140-13 전,경기도 광주시 태전동 140-13,경기도 광주시 태전동 140-13,37.38352201,127.2351422,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
광남-A-076,01,99,태전동 693 도,경기도 광주시 태전동 693,경기도 광주시 태전동 693,37.38550551,127.2290466,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
광남-A-078,01,99,중대동 28-130도,경기도 광주시 중대동 28-130,경기도 광주시 중대동 28-130,37.3960032,127.2285531,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
광남-A-079,01,99,장지동 677-2도,경기도 광주시 장지동 677-2,경기도 광주시 장지동 677-2,37.39654207,127.2356563,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
도척-A-012,01,99,도척면 노곡리 511-5도,경기도 광주시 도척면 노곡리 511-5,경기도 광주시 도척면 노곡리 511-5,37.30194559,127.3301238,02,Y,N,N,,2015,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
송정-A-059,01,99,탄벌동 527-22 임,경기도 광주시 탄벌동 527-22,경기도 광주시 탄벌동 527-22,37.40959733,127.2361973,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
경안-A-081,01,99,역동 176-76 답,경기도 광주시 역동 176-76,경기도 광주시 역동 176-76,37.39904352,127.252077,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
송정-A-052,01,99,송정동 76-16 도,경기도 광주시 송정동 76-16,경기도 광주시 송정동 76-16,37.41615298,127.2626729,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
송정-A-053,01,99,송정동 산66-1임,경기도 광주시 송정동 산66-1,경기도 광주시 송정동 산66-1,37.42911595,127.2499711,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
초월-A-002,01,99,초월읍 늑현리 105-1답,경기도 광주시 초월읍 늑현리 105-1,경기도 광주시 초월읍 늑현리 105-1,37.36624897,127.3185631,02,Y,N,N,,2009,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
곤지암-A-004,01,99,곤지암읍 삼리 181-5 대,경기도 광주시 곤지암읍 삼리 181-5,경기도 광주시 곤지암읍 삼리 181-5,37.35902262,127.3162059,02,Y,N,N,,2009,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
초월-A-003,01,99,초월읍 서하리 475-3도,경기도 광주시 초월읍 서하리 475-3,경기도 광주시 초월읍 서하리 475-3,37.43466427,127.3083147,02,Y,N,N,,2009,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
광남-A-003,01,99,중대동 265-8 전,경기도 광주시 중대동 265-8,경기도 광주시 중대동 265-8,37.4057222,127.2133169,02,Y,N,N,,2009,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
곤지암-A-032,01,99,곤지암읍 곤지암리 580도,경기도 광주시 곤지암읍 곤지암리 580,경기도 광주시 곤지암읍 곤지암리 580,37.34993741,127.3385125,02,Y,N,N,,2015,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
도척-A-013,01,99,도척면 추곡리 456-6천,경기도 광주시 도척면 추곡리 456-6,경기도 광주시 도척면 추곡리 456-6,37.27821438,127.2955236,02,Y,N,N,,2015,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
퇴촌-A-019,01,99,퇴촌면 도마리 134-4답,경기도 광주시 퇴촌면 도마리 134-4,경기도 광주시 퇴촌면 도마리 134-4,37.46805199,127.2753526,02,Y,N,N,,2015,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
퇴촌-A-020,01,99,퇴촌면 광동리 147-3 도,경기도 광주시 퇴촌면 광동리 147-3,경기도 광주시 퇴촌면 광동리 147-3,37.47049342,127.3102075,02,Y,N,N,,2015,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
경안-A-080,01,99,역동 145-13도,경기도 광주시 역동 145-13,경기도 광주시 역동 145-13,37.40079557,127.2572585,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
경안-A-081,01,99,역동 176-76 답,경기도 광주시 역동 176-76,경기도 광주시 역동 176-76,37.39904352,127.252077,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
송정-A-052,01,99,송정동 76-16 도,경기도 광주시 송정동 76-16,경기도 광주시 송정동 76-16,37.41615298,127.2626729,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
송정-A-053,01,99,송정동 산66-1임,경기도 광주시 송정동 산66-1,경기도 광주시 송정동 산66-1,37.42911595,127.2499711,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
송정-A-054,01,99,송정동 271-1대,경기도 광주시 광주대로224번길 13-29,경기도 광주시 송정동 271-1,37.4259015,127.2595107,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
송정-A-056,01,99,송정동 528-25 대,경기도 광주시 송정동 528-25,경기도 광주시 송정동 528-25,37.42789124,127.2570952,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
송정-A-057,01,99,송정동 346-26 답,경기도 광주시 송정동 346-26,경기도 광주시 송정동 346-26,37.42802365,127.2526667,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
오포-A-102,01,99,오포읍 문형리 436-3 도,경기도 광주시 오포읍 문형리 436-3,경기도 광주시 오포읍 문형리 436-3,37.34507276,127.2106838,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
오포-A-103,01,99,오포읍 문형리 690-7답,경기도 광주시 오포읍 문형리 690-7,경기도 광주시 오포읍 문형리 690-7,37.34218935,127.1993203,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
오포-A-104,01,99,오포읍 능평리 37-11 도,경기도 광주시 오포읍 능평리 37-11,경기도 광주시 오포읍 능평리 37-11,37.34795784,127.1921187,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
오포-A-117,01,99,오포읍 양벌리 146-6도,경기도 광주시 오포읍 양벌리 146-6,경기도 광주시 오포읍 양벌리 146-6,37.38130466,127.2486652,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
오포-A-118,01,99,오포읍 매산리 836-3천,경기도 광주시 오포읍 성들길 31-8,경기도 광주시 오포읍 매산리 836-3,37.36184683,127.2408285,02,Y,N,N,,2017,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
012-2377-0462,01,99,초월읍 도평리 13-11,경기도 광주시 초월읍 현산로 130-24,경기도 광주시 초월읍 도평리 13-11,37.40010238,127.2931224,02,Y,N,N,,2017,2018-06-28,Y,경기도 광주시청,031-760-2894,2022-04-07
초월-A-044,01,99,초월읍 지월리 398-1 임,경기도 광주시 초월읍 지월리 398-1,경기도 광주시 초월읍 지월리 398-1,37.41867991,127.2930837,02,Y,N,N,,2016,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
곤지암-A-034,01,99,곤지암읍 장심리 376천,경기도 광주시 곤지암읍 장심리 376,경기도 광주시 곤지암읍 장심리 376,37.38364404,127.3930065,02,Y,N,N,,2016,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
곤지암-A-035,01,99,곤지암읍 열미리 148-2 전,경기도 광주시 곤지암읍 열미리 148-2,경기도 광주시 곤지암읍 열미리 148-2,37.36758329,127.3539297,02,Y,N,N,,2016,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
곤지암-A-037,01,99,곤지암읍 삼리 89-4 도,경기도 광주시 곤지암읍 삼리 89-4,경기도 광주시 곤지암읍 삼리 89-4,37.35346822,127.3284321,02,Y,N,N,,2016,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
곤지암-A-038,01,99,곤지암읍 수양리 607도,경기도 광주시 곤지암읍 수양리 607,경기도 광주시 곤지암읍 수양리 607,37.33717508,127.3652874,02,Y,N,N,,2016,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
초월-A-037,01,99,초월읍 쌍동리 261-17전,경기도 광주시 초월읍 쌍동리 261-17,경기도 광주시 초월읍 쌍동리 261-17,37.37382373,127.2980494,02,Y,N,N,,2016,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
곤지암-A-041,01,99,곤지암읍 유사리 371-16도,경기도 광주시 곤지암읍 유사리 371-16,경기도 광주시 곤지암읍 유사리 371-16,37.37287726,127.4128584,02,Y,N,N,,2016,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
경안-A-047,01,99,경안동 122-14 대,경기도 광주시 경안안길 25,경기도 광주시 경안동 122-14,37.41336504,127.2537875,02,Y,N,N,,2015,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
광남-B-006,01,99,장지동 190-1 도,경기도 광주시 장지동 190-1,경기도 광주시 장지동 190-1,37.39231834,127.2435486,02,Y,N,N,,2015,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
오포-A-049,01,99,오포읍 고산리 633-1대,경기도 광주시 오포읍 고산리 633-1,경기도 광주시 오포읍 고산리 633-1,37.37203899,127.2295534,02,Y,N,N,,2016,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
오포-A-050,01,99,오포읍 양벌리 707-2대,경기도 광주시 오포읍 양벌리 707-2,경기도 광주시 오포읍 양벌리 707-2,37.37266643,127.2514592,02,Y,N,N,,2016,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
초월-A-002,01,99,초월읍 늑현리 105-1답,경기도 광주시 초월읍 늑현리 105-1,경기도 광주시 초월읍 늑현리 105-1,37.36624897,127.3185631,02,Y,N,N,,2009,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
곤지암-A-004,01,99,곤지암읍 삼리 181-5 대,경기도 광주시 곤지암읍 삼리 181-5,경기도 광주시 곤지암읍 삼리 181-5,37.35902262,127.3162059,02,Y,N,N,,2009,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
초월-A-003,01,99,초월읍 서하리 475-3도,경기도 광주시 초월읍 서하리 475-3,경기도 광주시 초월읍 서하리 475-3,37.43466427,127.3083147,02,Y,N,N,,2009,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
광남-A-003,01,99,중대동 265-8 전,경기도 광주시 중대동 265-8,경기도 광주시 중대동 265-8,37.4057222,127.2133169,02,Y,N,N,,2009,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
광남-A-004,01,99,장지동 산46-19임,경기도 광주시 장지동 산46-19,경기도 광주시 장지동 산46-19,37.40357688,127.2354932,02,Y,N,N,,2009,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
광남-A-005,01,99,목동 318-2장,경기도 광주시 목동길 4-1,경기도 광주시 목동 318-2,37.38398172,127.2010819,02,Y,N,N,,2009,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
경안-A-012,01,99,역동 218-3 도,경기도 광주시 중앙로 96,경기도 광주시 역동 218-3,37.40841723,127.259057,02,Y,N,N,,2010,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
경안-A-013,01,99,경안동 38-78대,경기도 광주시 경안동 38-78,경기도 광주시 경안동 38-78,37.40804216,127.2556896,02,Y,N,N,,2010,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
도척-A-001,01,99,도척면 궁평리 269-12 답,경기도 광주시 도척면 궁평리 269-12,경기도 광주시 도척면 궁평리 269-12,37.33799435,127.3227302,02,Y,N,N,,2010,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
초월-A-005,01,99,초월읍 쌍동리 331 도,경기도 광주시 초월읍 쌍동리 331,경기도 광주시 초월읍 쌍동리 331,37.36921776,127.3014896,02,Y,N,N,,2010,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
광남-A-006,01,99,삼동 산51-7도,경기도 광주시 삼동 산51-7,경기도 광주시 삼동 산51-7,37.41146645,127.2028677,02,Y,N,N,,2010,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
오포-A-010,01,99,오포읍 양벌리 1040-8구,경기도 광주시 오포읍 양벌리 1040-8,경기도 광주시 오포읍 양벌리 1040-8,37.37074777,127.250163,02,Y,N,N,,2010,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
퇴촌-A-004,01,99,퇴촌면 광동리 315-10 대,경기도 광주시 퇴촌면 광동리 315-10,경기도 광주시 퇴촌면 광동리 315-10,37.46724877,127.3081333,02,Y,N,N,,2010,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
경안-A-014,01,99,경안동 265-1천,경기도 광주시 경안동 265-1,경기도 광주시 경안동 265-1,37.41660276,127.2507033,02,Y,N,N,,2011,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
송정-A-006,01,99,송정동 122-14전,경기도 광주시 송정동 122-14,경기도 광주시 송정동 122-14,37.41795691,127.2551901,02,Y,N,N,,2011,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
오포-A-146,01,99,오포읍 능평리 318-1 대,경기도 광주시 오포읍 창뜰아랫길 6,경기도 광주시 오포읍 능평리 318-1,37.35028346,127.1668636,02,Y,N,N,,2018,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
오포-A-091,01,99,오포현대@,경기도 광주시 오포읍 능평리 342-1도,경기도 광주시 오포읍 능평리 342-1도,37.35387386,127.1639171,02,N,N,Y,,2017,2021-08-24,Y,광주시청,031-760-0082,2022-04-07
오포-A-092,01,99,금광그린맨션앞,경기도 광주시 오포읍 능평리 429-34도,경기도 광주시 오포읍 능평리 429-34도,37.35871177,127.163967,02,N,N,Y,,2017,2021-08-24,Y,광주시청,031-760-0082,2022-04-07
오포-A-093,01,99,청호파크타운,경기도 광주시 오포읍 능평리 882-1,경기도 광주시 오포읍 능평리 882-1,37.35102491,127.1633334,02,N,N,Y,,2017,2021-08-24,Y,광주시청,031-760-0082,2022-04-07
오포-A-094,01,99,1리마을회관,경기도 광주시 오포읍 수레안길 2,경기도 광주시 오포읍 능평리 626,37.34844321,127.1571017,02,N,N,Y,,2017,2021-08-24,Y,광주시청,031-760-0082,2022-04-07
오포-A-095,01,99,수레실가든,경기도 광주시 오포읍 능평리 640-11 도,경기도 광주시 오포읍 능평리 640-11 도,37.34708367,127.1543729,02,N,N,Y,,2017,2021-08-24,Y,광주시청,031-760-0082,2022-04-07
오포-A-096,01,99,새빛전원교회,경기도 광주시 오포읍 능평리 894,경기도 광주시 오포읍 능평리 894,37.35003764,127.1533096,02,N,N,Y,,2017,2021-08-24,Y,광주시청,031-760-0082,2022-04-07
오포-A-098,01,99,창대빌,경기도 광주시 오포읍 오포로171번길 31,경기도 광주시 오포읍 능평리 123,37.34885312,127.1808303,02,N,N,Y,,2017,2021-08-24,Y,광주시청,031-760-0082,2022-04-07
오포-A-099,01,99,보민식품,경기도 광주시 오포읍 문형리 501-1 천,경기도 광주시 오포읍 문형리 501-1 천,37.33845333,127.206546,02,N,N,Y,,2017,2021-08-24,Y,광주시청,031-760-0082,2022-04-07
오포-A-101,01,99,문형삼거리,경기도 광주시 오포읍 문형리 432-3전,경기도 광주시 오포읍 문형리 432-3전,37.34464155,127.2123369,02,N,N,Y,,2017,2021-08-24,Y,광주시청,031-760-0082,2022-04-07
오포-A-102,01,99,굿모닝하우스,경기도 광주시 오포읍 문형리 436-3 도,경기도 광주시 오포읍 문형리 436-3 도,37.34517755,127.2108249,02,N,N,Y,,2017,2021-08-24,Y,광주시청,031-760-0082,2022-04-07
오포-A-104,01,99,시안묘원정류장,경기도 광주시 오포읍 능평리 37-11,경기도 광주시 오포읍 능평리 37-11,37.34795784,127.1921187,02,N,N,Y,,2017,2021-08-24,Y,광주시청,031-760-0082,2022-04-07
오포-A-105,01,99,새안푸드앞,경기도 광주시 오포읍 추자리 469-3대,경기도 광주시 오포읍 추자리 469-3대,37.36216478,127.2170562,02,N,N,Y,,2017,2021-08-24,Y,광주시청,031-760-0082,2022-04-07
오포-A-107,01,99,장수돌침대후문,경기도 광주시 오포읍 추자리 203-5답,경기도 광주시 오포읍 추자리 203-5답,37.36431991,127.2304966,02,N,N,Y,,2017,2021-08-24,Y,광주시청,031-760-0082,2022-04-07
오포-A-108,01,99,파출소뒤삼성로얄,경기도 광주시 오포읍 추자리 96-4,경기도 광주시 오포읍 추자리 96-4,37.3682118,127.2290727,02,N,N,Y,,2017,2021-08-24,Y,광주시청,031-760-0082,2022-04-07
오포-A-110,01,99,동부파출소,경기도 광주시 오포읍 고산리 624-2 도,경기도 광주시 오포읍 고산리 624-2 도,37.3681895,127.2316234,02,N,N,Y,,2017,2021-08-24,Y,광주시청,031-760-0082,2022-04-07
오포-A-111,01,99,양문교회부근,경기도 광주시 오포읍 고산리 202-5답,경기도 광주시 오포읍 고산리 202-5답,37.37070894,127.2374441,02,N,N,Y,,2017,2021-08-24,Y,광주시청,031-760-0082,2022-04-07
오포-A-113,01,99,오포소방서 앞,경기도 광주시 오포읍 고산리 183-1도,경기도 광주시 오포읍 고산리 183-1도,37.37128293,127.2329331,02,N,N,Y,,2017,2021-08-24,Y,광주시청,031-760-0082,2022-04-07
오포-A-114,01,99,양지교회,경기도 광주시 오포읍 고산리 638-10도,경기도 광주시 오포읍 고산리 638-10도,37.37190074,127.2239705,02,N,N,Y,,2017,2021-08-24,Y,광주시청,031-760-0082,2022-04-07
초월-A-040,01,99,초월읍 도평리 10-5전,경기도 광주시 초월읍 현산로 130-24,경기도 광주시 초월읍 도평리 10-5,37.40010238,127.2931224,02,Y,N,N,,2016,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
도척-A-015,01,99,도척면 방도리 235-22 임,경기도 광주시 도척면 방도리 235-22,경기도 광주시 도척면 방도리 235-22,37.2805547,127.3388352,02,Y,N,N,,2016,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
퇴촌-A-011,01,99,퇴촌면 광동리 666-12천,경기도 광주시 퇴촌면 광동리 666-12,경기도 광주시 퇴촌면 광동리 666-12,37.47215285,127.3072074,02,Y,N,N,,2013,2019-01-07,Y,경기도 광주시청,031-760-2243,2022-04-07
